value,count,colorValue,tags
spring-mvc, 4379,4.143868463119434,[('spring-mvc': 4379); ('spring': 2994); ('jsp': 485); ('hibernate': 451); ('spring-security': 425); ('maven': 187); ('rest': 179); ('json': 163); ('tomcat': 152); ('servlets': 133); ('xml': 119); ('java-ee': 118); ('javascript': 91); ('jpa': 88); ('jquery': 81); ('eclipse': 67); ('mysql': 62); ('jackson': 55); ('junit': 47); ('html': 38); ('web-services': 36); ('mongodb': 30); ('unit-testing': 27); ('jboss': 24); ('multithreading': 24); ('intellij-idea': 18); ('google-app-engine': 18); ('exception': 16); ('http': 14); ('sql': 14); ('jdbc': 13); ('apache': 13); ('oracle': 12); ('database': 11); ('jersey': 10); ('gradle': 10); ('android': 10); ('logging': 10); ('jaxb': 9); ('date': 9); ('jsf': 9); ('struts2': 8); ('gwt': 8); ('regex': 8); ('excel': 7); ('file': 7); ('serialization': 6); ('soap': 6); ('hadoop': 6); ('performance': 6); ('image': 6); ('generics': 6); ('arrays': 5); ('netbeans': 5); ('concurrency': 5); ('ssl': 4); ('jar': 4); ('nullpointerexception': 4); ('hashmap': 4); ('sorting': 3); ('linux': 3); ('javafx': 3); ('encryption': 3); ('swing': 3); ('jvm': 3); ('php': 2); ('scala': 2); ('apache-poi': 2); ('user-interface': 2); ('windows': 2); ('ant': 2); ('collections': 2); ('inheritance': 2); ('list': 2); ('parsing': 1); ('selenium-webdriver': 1); ('algorithm': 1); ('arraylist': 1); ('applet': 1); ('object': 1); ('class': 1); ('selenium': 1); ('java-8': 1); ('oop': 1)]
json, 4315,3.9536500579374274,[('json': 4315); ('android': 1023); ('jackson': 788); ('rest': 320); ('spring': 278); ('serialization': 210); ('spring-mvc': 163); ('jersey': 156); ('javascript': 150); ('parsing': 130); ('php': 124); ('xml': 117); ('jquery': 117); ('web-services': 101); ('arrays': 93); ('servlets': 77); ('mysql': 72); ('jaxb': 69); ('hibernate': 68); ('jsp': 63); ('eclipse': 62); ('mongodb': 56); ('http': 55); ('arraylist': 50); ('struts2': 49); ('string': 48); ('listview': 31); ('hashmap': 29); ('jpa': 26); ('maven': 25); ('google-app-engine': 25); ('generics': 23); ('libgdx': 23); ('gwt': 21); ('regex': 21); ('scala': 20); ('java-ee': 20); ('tomcat': 19); ('list': 17); ('html': 16); ('apache': 16); ('sql': 16); ('hadoop': 16); ('sockets': 15); ('sqlite': 14); ('date': 14); ('c#': 13); ('nullpointerexception': 13); ('android-activity': 13); ('object': 12); ('image': 12); ('jar': 11); ('android-fragments': 11); ('swing': 10); ('multithreading': 9); ('file': 9); ('junit': 9); ('android-layout': 8); ('unit-testing': 8); ('database': 8); ('inheritance': 8); ('netbeans': 7); ('class': 7); ('collections': 7); ('exception': 6); ('sorting': 6); ('ssl': 5); ('performance': 5); ('oracle': 4); ('jsf': 4); ('jboss': 4); ('algorithm': 3); ('jdbc': 3); ('selenium': 3); ('spring-security': 3); ('excel': 3); ('soap': 3); ('encryption': 3); ('jtable': 2); ('oop': 2); ('apache-poi': 2); ('loops': 2); ('java-8': 2); ('applet': 2); ('swt': 1); ('linux': 1); ('selenium-webdriver': 1); ('user-interface': 1); ('intellij-idea': 1); ('c++': 1); ('windows': 1); ('javafx': 1); ('logging': 1); ('jvm': 1)]
mysql, 4058,3.940857565303105,[('mysql': 4058); ('hibernate': 769); ('jdbc': 726); ('sql': 629); ('jpa': 281); ('android': 261); ('database': 260); ('spring': 236); ('jsp': 201); ('swing': 150); ('servlets': 142); ('eclipse': 140); ('php': 138); ('tomcat': 108); ('netbeans': 91); ('json': 72); ('spring-mvc': 62); ('java-ee': 57); ('jtable': 55); ('date': 53); ('multithreading': 44); ('maven': 39); ('xml': 38); ('web-services': 28); ('jboss': 27); ('sqlite': 27); ('exception': 26); ('jsf': 24); ('oracle': 23); ('arrays': 23); ('performance': 23); ('linux': 20); ('google-app-engine': 20); ('struts2': 19); ('html': 19); ('javascript': 19); ('arraylist': 17); ('jquery': 16); ('gwt': 16); ('hadoop': 16); ('rest': 15); ('nullpointerexception': 14); ('apache': 14); ('applet': 14); ('concurrency': 13); ('string': 13); ('javafx': 12); ('excel': 12); ('encryption': 11); ('sockets': 10); ('jar': 10); ('mongodb': 9); ('user-interface': 9); ('jersey': 8); ('intellij-idea': 7); ('image': 7); ('apache-poi': 6); ('serialization': 6); ('spring-security': 6); ('parsing': 5); ('object': 5); ('scala': 5); ('file': 5); ('hashmap': 5); ('list': 5); ('sorting': 5); ('algorithm': 4); ('ssl': 4); ('http': 4); ('windows': 4); ('android-fragments': 4); ('regex': 4); ('c#': 3); ('listview': 3); ('swt': 2); ('oop': 2); ('loops': 2); ('jpanel': 2); ('jackson': 2); ('jframe': 2); ('generics': 2); ('java-8': 2); ('class': 2); ('ant': 2); ('junit': 2); ('jaxb': 1); ('logging': 1); ('collections': 1); ('android-activity': 1); ('unit-testing': 1); ('inheritance': 1)]
servlets, 3728,3.9809549356223175,[('servlets': 3728); ('jsp': 1221); ('tomcat': 430); ('java-ee': 223); ('javascript': 216); ('spring': 206); ('html': 151); ('eclipse': 150); ('mysql': 142); ('jquery': 139); ('spring-mvc': 133); ('json': 77); ('http': 74); ('xml': 73); ('google-app-engine': 70); ('jdbc': 64); ('rest': 57); ('android': 57); ('web-services': 43); ('maven': 41); ('apache': 40); ('multithreading': 40); ('gwt': 37); ('hibernate': 37); ('jersey': 36); ('sql': 35); ('jboss': 34); ('database': 30); ('netbeans': 27); ('jsf': 25); ('arraylist': 23); ('arrays': 22); ('excel': 21); ('file': 20); ('struts2': 19); ('jpa': 18); ('nullpointerexception': 17); ('image': 17); ('oracle': 16); ('intellij-idea': 14); ('applet': 14); ('sockets': 13); ('linux': 13); ('jar': 13); ('php': 12); ('exception': 12); ('apache-poi': 10); ('junit': 9); ('unit-testing': 9); ('ssl': 8); ('logging': 8); ('concurrency': 7); ('spring-security': 7); ('performance': 7); ('serialization': 5); ('mongodb': 5); ('swing': 5); ('encryption': 5); ('jvm': 5); ('gradle': 4); ('scala': 4); ('jackson': 4); ('selenium': 4); ('string': 4); ('class': 4); ('soap': 4); ('ant': 4); ('hadoop': 4); ('regex': 4); ('hashmap': 3); ('sqlite': 3); ('windows': 3); ('c#': 2); ('object': 2); ('selenium-webdriver': 2); ('java-8': 2); ('list': 2); ('c++': 2); ('collections': 2); ('date': 2); ('oop': 1); ('javafx': 1); ('loops': 1); ('jaxb': 1); ('jframe': 1); ('generics': 1); ('methods': 1); ('sorting': 1); ('inheritance': 1)]
string, 3622,3.6496410822749863,[('string': 3622); ('regex': 436); ('arrays': 399); ('android': 328); ('arraylist': 105); ('parsing': 65); ('swing': 61); ('methods': 59); ('json': 48); ('file': 45); ('algorithm': 42); ('xml': 41); ('loops': 41); ('eclipse': 40); ('object': 40); ('date': 38); ('performance': 34); ('sorting': 34); ('list': 28); ('class': 27); ('hashmap': 25); ('exception': 25); ('html': 24); ('sockets': 16); ('nullpointerexception': 14); ('sql': 14); ('jsp': 13); ('mysql': 13); ('c#': 12); ('c++': 11); ('collections': 11); ('jtable': 10); ('jdbc': 10); ('oop': 9); ('serialization': 9); ('encryption': 9); ('netbeans': 8); ('multithreading': 8); ('jvm': 8); ('javascript': 7); ('user-interface': 7); ('sqlite': 7); ('oracle': 6); ('java-8': 6); ('libgdx': 6); ('database': 6); ('spring': 6); ('scala': 5); ('junit': 5); ('java-ee': 5); ('servlets': 4); ('web-services': 4); ('jframe': 4); ('excel': 4); ('http': 4); ('php': 4); ('struts2': 3); ('listview': 3); ('apache-poi': 3); ('intellij-idea': 3); ('generics': 3); ('gwt': 3); ('jpa': 3); ('windows': 3); ('ant': 3); ('applet': 3); ('image': 3); ('hibernate': 3); ('jpanel': 2); ('android-layout': 2); ('selenium-webdriver': 2); ('jquery': 2); ('apache': 2); ('soap': 2); ('hadoop': 2); ('android-activity': 2); ('google-app-engine': 2); ('javafx': 1); ('swt': 1); ('jackson': 1); ('jaxb': 1); ('selenium': 1); ('jsf': 1); ('unit-testing': 1); ('mongodb': 1); ('rest': 1); ('maven': 1); ('jar': 1)]
jpa, 3568,4.132286995515695,[('jpa': 3568); ('hibernate': 1741); ('spring': 646); ('mysql': 281); ('sql': 243); ('java-ee': 190); ('spring-mvc': 88); ('database': 88); ('maven': 87); ('oracle': 73); ('eclipse': 68); ('google-app-engine': 66); ('jboss': 53); ('jsf': 37); ('jdbc': 36); ('netbeans': 34); ('rest': 28); ('json': 26); ('xml': 26); ('tomcat': 23); ('inheritance': 21); ('junit': 19); ('servlets': 18); ('jsp': 17); ('performance': 17); ('intellij-idea': 16); ('jaxb': 15); ('generics': 15); ('multithreading': 14); ('jackson': 14); ('web-services': 14); ('mongodb': 13); ('android': 13); ('jersey': 9); ('java-8': 9); ('unit-testing': 8); ('spring-security': 8); ('exception': 7); ('swing': 7); ('concurrency': 7); ('struts2': 6); ('nullpointerexception': 6); ('date': 6); ('arraylist': 5); ('collections': 5); ('list': 5); ('hashmap': 4); ('gwt': 4); ('serialization': 4); ('logging': 4); ('sqlite': 4); ('sorting': 4); ('apache': 4); ('ant': 3); ('encryption': 3); ('string': 3); ('regex': 3); ('arrays': 2); ('gradle': 2); ('scala': 2); ('soap': 2); ('jquery': 2); ('swt': 1); ('jtable': 1); ('javascript': 1); ('javafx': 1); ('oop': 1); ('loops': 1); ('object': 1); ('jar': 1); ('class': 1); ('user-interface': 1)]
tomcat, 3500,4.122,[('tomcat': 3500); ('eclipse': 436); ('servlets': 430); ('spring': 422); ('jsp': 288); ('maven': 270); ('apache': 258); ('spring-mvc': 152); ('java-ee': 132); ('web-services': 120); ('mysql': 108); ('hibernate': 98); ('rest': 95); ('jdbc': 90); ('ssl': 85); ('linux': 83); ('intellij-idea': 69); ('jersey': 64); ('netbeans': 63); ('logging': 49); ('jsf': 46); ('xml': 46); ('multithreading': 44); ('struts2': 43); ('jboss': 38); ('gwt': 35); ('http': 35); ('android': 32); ('jvm': 28); ('javascript': 26); ('windows': 26); ('spring-security': 26); ('jar': 25); ('jpa': 23); ('html': 22); ('gradle': 21); ('json': 19); ('ant': 19); ('soap': 18); ('performance': 18); ('php': 17); ('oracle': 16); ('mongodb': 11); ('sockets': 11); ('exception': 11); ('file': 11); ('database': 11); ('jquery': 10); ('applet': 9); ('java-8': 8); ('sql': 6); ('image': 6); ('scala': 5); ('selenium': 5); ('jackson': 4); ('serialization': 4); ('junit': 4); ('sqlite': 3); ('jaxb': 3); ('hadoop': 3); ('concurrency': 3); ('regex': 3); ('google-app-engine': 3); ('class': 2); ('nullpointerexception': 2); ('unit-testing': 2); ('arrays': 1); ('excel': 1); ('c++': 1); ('apache-poi': 1); ('c#': 1); ('encryption': 1); ('android-fragments': 1); ('jframe': 1); ('android-activity': 1)]
arraylist, 3001,3.5778073975341553,[('arraylist': 3001); ('android': 484); ('arrays': 376); ('list': 154); ('sorting': 126); ('hashmap': 116); ('collections': 114); ('swing': 109); ('string': 105); ('object': 98); ('generics': 57); ('json': 50); ('methods': 50); ('class': 46); ('jsp': 45); ('loops': 42); ('algorithm': 39); ('listview': 39); ('performance': 31); ('serialization': 28); ('eclipse': 27); ('nullpointerexception': 27); ('user-interface': 27); ('multithreading': 27); ('oop': 23); ('servlets': 23); ('file': 23); ('jtable': 20); ('sqlite': 19); ('inheritance': 19); ('xml': 17); ('mysql': 17); ('exception': 14); ('sql': 13); ('sockets': 12); ('regex': 12); ('javafx': 11); ('jpanel': 10); ('jdbc': 10); ('parsing': 10); ('libgdx': 10); ('android-fragments': 10); ('c#': 9); ('netbeans': 9); ('javascript': 8); ('hibernate': 8); ('android-activity': 7); ('concurrency': 7); ('image': 7); ('date': 7); ('html': 6); ('web-services': 6); ('jframe': 6); ('junit': 6); ('spring': 6); ('jpa': 5); ('c++': 5); ('java-8': 5); ('hadoop': 5); ('database': 5); ('oracle': 4); ('selenium': 4); ('gwt': 4); ('struts2': 3); ('apache-poi': 3); ('scala': 3); ('selenium-webdriver': 3); ('jquery': 3); ('mongodb': 3); ('jsf': 3); ('excel': 3); ('java-ee': 3); ('android-layout': 2); ('rest': 2); ('php': 2); ('soap': 2); ('jaxb': 2); ('google-app-engine': 2); ('jvm': 2); ('jersey': 1); ('swt': 1); ('spring-mvc': 1); ('linux': 1); ('maven': 1); ('jboss': 1); ('jackson': 1); ('applet': 1)]
javascript, 2916,4.18278463648834,[('javascript': 2916); ('jsp': 445); ('jquery': 413); ('html': 337); ('servlets': 216); ('android': 208); ('gwt': 163); ('json': 150); ('selenium': 108); ('spring': 101); ('spring-mvc': 91); ('applet': 70); ('struts2': 65); ('jsf': 59); ('selenium-webdriver': 58); ('eclipse': 56); ('java-ee': 52); ('arrays': 44); ('php': 43); ('rest': 35); ('javafx': 29); ('regex': 28); ('tomcat': 26); ('xml': 24); ('maven': 22); ('web-services': 21); ('encryption': 19); ('mysql': 19); ('http': 17); ('date': 16); ('netbeans': 14); ('java-8': 14); ('c#': 12); ('sockets': 12); ('hibernate': 12); ('image': 11); ('google-app-engine': 11); ('parsing': 10); ('mongodb': 10); ('sql': 10); ('excel': 9); ('jackson': 9); ('swing': 9); ('swt': 8); ('intellij-idea': 8); ('arraylist': 8); ('jersey': 7); ('oracle': 7); ('string': 7); ('c++': 7); ('ant': 7); ('scala': 6); ('file': 6); ('spring-security': 6); ('apache': 6); ('jboss': 6); ('multithreading': 6); ('windows': 6); ('ssl': 5); ('list': 5); ('exception': 5); ('junit': 5); ('database': 5); ('performance': 5); ('gradle': 4); ('jdbc': 4); ('user-interface': 4); ('hashmap': 3); ('oop': 3); ('algorithm': 3); ('loops': 3); ('linux': 3); ('class': 3); ('libgdx': 3); ('jar': 3); ('logging': 3); ('collections': 3); ('android-activity': 3); ('jtable': 2); ('serialization': 2); ('inheritance': 2); ('apache-poi': 1); ('jpanel': 1); ('object': 1); ('android-layout': 1); ('nullpointerexception': 1); ('jframe': 1); ('concurrency': 1); ('methods': 1); ('sqlite': 1); ('jpa': 1); ('soap': 1); ('unit-testing': 1); ('sorting': 1)]
sql, 2886,4.055440055440055,[('sql': 2886); ('mysql': 629); ('hibernate': 569); ('jdbc': 470); ('oracle': 269); ('jpa': 243); ('database': 216); ('android': 181); ('sqlite': 135); ('spring': 116); ('jsp': 73); ('swing': 71); ('date': 49); ('netbeans': 44); ('eclipse': 43); ('servlets': 35); ('java-ee': 35); ('jtable': 33); ('multithreading': 22); ('xml': 20); ('php': 20); ('json': 16); ('performance': 16); ('arrays': 14); ('spring-mvc': 14); ('string': 14); ('arraylist': 13); ('exception': 13); ('google-app-engine': 11); ('javascript': 10); ('hadoop': 10); ('jsf': 8); ('web-services': 8); ('excel': 8); ('list': 7); ('struts2': 6); ('parsing': 6); ('tomcat': 6); ('algorithm': 6); ('object': 6); ('c#': 6); ('nullpointerexception': 6); ('unit-testing': 6); ('jboss': 6); ('regex': 6); ('html': 5); ('loops': 5); ('listview': 5); ('maven': 5); ('user-interface': 4); ('hashmap': 4); ('mongodb': 4); ('methods': 4); ('logging': 4); ('collections': 4); ('image': 4); ('inheritance': 4); ('oop': 3); ('ssl': 3); ('jquery': 3); ('jframe': 3); ('concurrency': 3); ('intellij-idea': 3); ('rest': 3); ('file': 3); ('applet': 3); ('android-activity': 3); ('gradle': 2); ('javafx': 2); ('scala': 2); ('linux': 2); ('java-8': 2); ('gwt': 2); ('android-fragments': 2); ('sorting': 2); ('jersey': 1); ('apache-poi': 1); ('sockets': 1); ('serialization': 1); ('generics': 1); ('apache': 1); ('jar': 1); ('class': 1); ('soap': 1); ('windows': 1); ('junit': 1)]
java-ee, 2840,4.19612676056338,[('java-ee': 2840); ('spring': 284); ('servlets': 223); ('jsp': 204); ('jpa': 190); ('hibernate': 184); ('maven': 135); ('jboss': 134); ('tomcat': 132); ('eclipse': 131); ('spring-mvc': 118); ('web-services': 86); ('jsf': 84); ('netbeans': 76); ('rest': 63); ('mysql': 57); ('javascript': 52); ('struts2': 45); ('sql': 35); ('spring-security': 34); ('xml': 32); ('jersey': 27); ('apache': 23); ('multithreading': 23); ('jdbc': 22); ('oracle': 20); ('json': 20); ('database': 20); ('html': 19); ('exception': 19); ('jar': 18); ('performance': 18); ('android': 17); ('soap': 17); ('google-app-engine': 17); ('jquery': 16); ('jaxb': 15); ('gwt': 15); ('logging': 15); ('junit': 13); ('unit-testing': 12); ('intellij-idea': 11); ('http': 11); ('swing': 11); ('ant': 10); ('sockets': 9); ('linux': 9); ('ssl': 9); ('file': 9); ('apache-poi': 8); ('concurrency': 8); ('mongodb': 8); ('generics': 7); ('excel': 7); ('date': 7); ('java-8': 6); ('collections': 6); ('inheritance': 6); ('jvm': 6); ('arrays': 5); ('gradle': 5); ('jackson': 5); ('string': 5); ('windows': 5); ('javafx': 5); ('applet': 5); ('class': 4); ('c++': 4); ('scala': 3); ('serialization': 3); ('jframe': 3); ('arraylist': 3); ('encryption': 3); ('algorithm': 2); ('loops': 2); ('object': 2); ('selenium-webdriver': 2); ('user-interface': 2); ('php': 2); ('hadoop': 2); ('regex': 2); ('hashmap': 1); ('oop': 1); ('jpanel': 1); ('nullpointerexception': 1); ('parsing': 1); ('list': 1); ('methods': 1); ('sqlite': 1)]
web-services, 2763,4.253347810351068,[('web-services': 2763); ('soap': 604); ('rest': 350); ('spring': 228); ('android': 207); ('xml': 156); ('eclipse': 135); ('tomcat': 120); ('jersey': 114); ('jaxb': 101); ('json': 101); ('java-ee': 86); ('ssl': 72); ('jboss': 59); ('apache': 58); ('netbeans': 55); ('c#': 55); ('maven': 44); ('servlets': 43); ('spring-mvc': 36); ('http': 35); ('php': 29); ('mysql': 28); ('javascript': 21); ('jsp': 19); ('hibernate': 18); ('oracle': 16); ('multithreading': 14); ('jpa': 14); ('performance': 14); ('exception': 13); ('jquery': 11); ('jackson': 9); ('sockets': 8); ('arrays': 8); ('sql': 8); ('logging': 8); ('google-app-engine': 8); ('struts2': 7); ('html': 7); ('spring-security': 7); ('database': 7); ('intellij-idea': 6); ('arraylist': 6); ('junit': 6); ('jsf': 5); ('user-interface': 5); ('mongodb': 5); ('jar': 5); ('swing': 5); ('encryption': 5); ('date': 5); ('linux': 4); ('string': 4); ('excel': 4); ('c++': 4); ('ant': 4); ('applet': 4); ('gradle': 3); ('jdbc': 3); ('serialization': 3); ('android-layout': 3); ('nullpointerexception': 3); ('concurrency': 3); ('gwt': 3); ('file': 3); ('hadoop': 3); ('unit-testing': 3); ('scala': 2); ('hashmap': 2); ('object': 2); ('java-8': 2); ('list': 2); ('class': 2); ('javafx': 2); ('image': 2); ('listview': 1); ('algorithm': 1); ('libgdx': 1); ('methods': 1); ('sqlite': 1); ('windows': 1); ('android-fragments': 1); ('android-activity': 1); ('regex': 1); ('inheritance': 1)]
regex, 2644,2.9133888048411496,[('regex': 2644); ('string': 436); ('android': 113); ('parsing': 45); ('xml': 30); ('arrays': 28); ('html': 28); ('javascript': 28); ('json': 21); ('eclipse': 17); ('algorithm': 14); ('performance': 14); ('struts2': 13); ('arraylist': 12); ('scala': 12); ('php': 11); ('swing': 11); ('spring': 11); ('date': 11); ('jsp': 9); ('spring-mvc': 8); ('file': 8); ('hashmap': 6); ('sql': 6); ('mongodb': 5); ('c#': 5); ('gwt': 5); ('maven': 5); ('loops': 5); ('exception': 5); ('hadoop': 5); ('spring-security': 5); ('apache': 5); ('oracle': 4); ('netbeans': 4); ('servlets': 4); ('java-8': 4); ('mysql': 4); ('hibernate': 4); ('list': 4); ('rest': 3); ('jsf': 3); ('tomcat': 3); ('jpa': 3); ('selenium': 3); ('windows': 3); ('ant': 3); ('jquery': 3); ('junit': 3); ('excel': 3); ('intellij-idea': 3); ('google-app-engine': 3); ('jersey': 2); ('jtable': 2); ('multithreading': 2); ('apache-poi': 2); ('sqlite': 2); ('object': 2); ('c++': 2); ('jdbc': 2); ('jar': 2); ('selenium-webdriver': 2); ('collections': 2); ('database': 2); ('java-ee': 2); ('methods': 1); ('oop': 1); ('javafx': 1); ('http': 1); ('applet': 1); ('jackson': 1); ('soap': 1); ('logging': 1); ('web-services': 1); ('nullpointerexception': 1); ('user-interface': 1); ('sorting': 1); ('class': 1)]
jdbc, 2632,3.9684650455927053,[('jdbc': 2632); ('mysql': 726); ('sql': 470); ('oracle': 251); ('database': 141); ('spring': 138); ('hibernate': 117); ('swing': 91); ('tomcat': 90); ('eclipse': 75); ('jsp': 71); ('sqlite': 69); ('servlets': 64); ('netbeans': 40); ('jpa': 36); ('multithreading': 35); ('jtable': 32); ('android': 30); ('hadoop': 26); ('exception': 23); ('java-ee': 22); ('maven': 20); ('nullpointerexception': 17); ('xml': 15); ('excel': 15); ('performance': 15); ('spring-mvc': 13); ('linux': 13); ('jboss': 13); ('jar': 13); ('date': 12); ('struts2': 11); ('string': 10); ('arraylist': 10); ('applet': 8); ('google-app-engine': 8); ('arrays': 7); ('apache': 7); ('junit': 7); ('oop': 6); ('html': 6); ('sockets': 6); ('user-interface': 6); ('scala': 5); ('ssl': 5); ('intellij-idea': 5); ('php': 5); ('logging': 5); ('javascript': 4); ('hashmap': 4); ('java-8': 4); ('ant': 4); ('encryption': 4); ('image': 4); ('jsf': 3); ('javafx': 3); ('file': 3); ('web-services': 3); ('jframe': 3); ('concurrency': 3); ('list': 3); ('json': 3); ('rest': 3); ('soap': 3); ('collections': 3); ('unit-testing': 3); ('jersey': 2); ('apache-poi': 2); ('object': 2); ('serialization': 2); ('jquery': 2); ('spring-security': 2); ('generics': 2); ('class': 2); ('windows': 2); ('regex': 2); ('parsing': 1); ('gradle': 1); ('loops': 1); ('jaxb': 1); ('selenium': 1); ('mongodb': 1); ('methods': 1); ('gwt': 1); ('http': 1); ('c++': 1); ('sorting': 1); ('inheritance': 1)]
netbeans, 2340,3.87008547008547,[('netbeans': 2340); ('swing': 391); ('maven': 135); ('mysql': 91); ('jar': 86); ('user-interface': 76); ('java-ee': 76); ('tomcat': 63); ('javafx': 62); ('eclipse': 60); ('web-services': 55); ('jtable': 45); ('sql': 44); ('ant': 43); ('jframe': 42); ('jdbc': 40); ('database': 35); ('jsp': 34); ('jpa': 34); ('servlets': 27); ('hibernate': 27); ('jpanel': 26); ('android': 24); ('applet': 24); ('xml': 23); ('arrays': 19); ('file': 17); ('sqlite': 17); ('windows': 17); ('html': 15); ('java-8': 15); ('apache': 15); ('multithreading': 15); ('soap': 15); ('javascript': 14); ('class': 14); ('exception': 14); ('spring': 14); ('linux': 13); ('nullpointerexception': 13); ('rest': 13); ('logging': 13); ('junit': 13); ('image': 13); ('oracle': 12); ('jsf': 11); ('jboss': 10); ('gradle': 9); ('arraylist': 9); ('string': 8); ('ssl': 7); ('excel': 7); ('php': 7); ('json': 7); ('object': 6); ('sockets': 6); ('gwt': 6); ('loops': 5); ('spring-mvc': 5); ('selenium': 5); ('intellij-idea': 5); ('c++': 5); ('google-app-engine': 5); ('c#': 4); ('oop': 4); ('unit-testing': 4); ('hadoop': 4); ('performance': 4); ('encryption': 4); ('regex': 4); ('parsing': 3); ('apache-poi': 3); ('serialization': 3); ('methods': 3); ('date': 3); ('jersey': 2); ('scala': 2); ('libgdx': 2); ('list': 2); ('collections': 2); ('sorting': 2); ('inheritance': 2); ('jvm': 2); ('struts2': 1); ('swt': 1); ('jquery': 1); ('mongodb': 1); ('http': 1); ('jaxb': 1)]
rest, 2242,4.313113291703836,[('rest': 2242); ('jersey': 417); ('spring': 373); ('web-services': 350); ('json': 320); ('spring-mvc': 179); ('android': 112); ('tomcat': 95); ('jackson': 64); ('java-ee': 63); ('http': 59); ('servlets': 57); ('xml': 56); ('maven': 53); ('jaxb': 46); ('eclipse': 38); ('spring-security': 37); ('javascript': 35); ('jpa': 28); ('hibernate': 27); ('soap': 25); ('apache': 24); ('jquery': 23); ('jboss': 21); ('google-app-engine': 19); ('jsp': 18); ('junit': 17); ('mysql': 15); ('multithreading': 14); ('struts2': 13); ('netbeans': 13); ('mongodb': 12); ('ssl': 12); ('php': 10); ('exception': 10); ('serialization': 10); ('c#': 8); ('arrays': 7); ('unit-testing': 7); ('html': 6); ('scala': 6); ('file': 6); ('jar': 6); ('oracle': 5); ('gwt': 5); ('performance': 5); ('intellij-idea': 4); ('swing': 4); ('parsing': 3); ('gradle': 3); ('sockets': 3); ('object': 3); ('jdbc': 3); ('sql': 3); ('excel': 3); ('regex': 3); ('inheritance': 3); ('jtable': 2); ('methods': 2); ('algorithm': 2); ('arraylist': 2); ('javafx': 2); ('applet': 2); ('hadoop': 2); ('database': 2); ('encryption': 2); ('concurrency': 2); ('image': 2); ('generics': 2); ('java-8': 2); ('list': 2); ('hashmap': 1); ('jsf': 1); ('linux': 1); ('c++': 1); ('apache-poi': 1); ('class': 1); ('selenium-webdriver': 1); ('ant': 1); ('logging': 1); ('nullpointerexception': 1); ('sqlite': 1); ('string': 1)]
javafx, 2206,3.63961922030825,[('javafx': 2206); ('user-interface': 86); ('swing': 82); ('multithreading': 69); ('netbeans': 62); ('java-8': 59); ('eclipse': 44); ('listview': 31); ('javascript': 29); ('intellij-idea': 24); ('image': 24); ('jar': 22); ('hibernate': 21); ('maven': 19); ('linux': 19); ('nullpointerexception': 17); ('exception': 15); ('html': 14); ('windows': 14); ('spring': 14); ('concurrency': 14); ('ant': 12); ('mysql': 12); ('arraylist': 11); ('swt': 10); ('database': 10); ('arrays': 9); ('xml': 9); ('android': 9); ('performance': 9); ('file': 8); ('list': 8); ('generics': 7); ('applet': 6); ('gradle': 5); ('jquery': 5); ('collections': 5); ('java-ee': 5); ('oracle': 4); ('scala': 4); ('serialization': 4); ('methods': 3); ('hashmap': 3); ('spring-mvc': 3); ('jdbc': 3); ('jaxb': 3); ('jframe': 3); ('unit-testing': 3); ('inheritance': 3); ('rest': 2); ('date': 2); ('sorting': 2); ('class': 2); ('algorithm': 2); ('ssl': 2); ('sql': 2); ('logging': 2); ('junit': 2); ('web-services': 2); ('oop': 2); ('jvm': 2); ('string': 1); ('loops': 1); ('jpa': 1); ('c++': 1); ('servlets': 1); ('json': 1); ('soap': 1); ('libgdx': 1); ('sqlite': 1); ('mongodb': 1); ('spring-security': 1); ('regex': 1)]
sockets, 2040,3.796078431372549,[('sockets': 2040); ('android': 437); ('multithreading': 226); ('ssl': 45); ('swing': 43); ('http': 41); ('c++': 26); ('eclipse': 25); ('serialization': 24); ('c#': 22); ('exception': 20); ('linux': 20); ('file': 17); ('string': 16); ('json': 15); ('php': 15); ('spring': 14); ('servlets': 13); ('encryption': 13); ('javascript': 12); ('arraylist': 12); ('tomcat': 11); ('arrays': 10); ('applet': 10); ('mysql': 10); ('xml': 9); ('java-ee': 9); ('web-services': 8); ('concurrency': 8); ('jboss': 7); ('object': 7); ('google-app-engine': 7); ('netbeans': 6); ('jdbc': 6); ('database': 6); ('image': 6); ('apache': 6); ('oracle': 5); ('jsp': 5); ('loops': 4); ('windows': 4); ('class': 3); ('rest': 3); ('html': 3); ('scala': 3); ('soap': 3); ('performance': 3); ('user-interface': 3); ('hibernate': 3); ('hashmap': 2); ('jar': 2); ('hadoop': 2); ('nullpointerexception': 2); ('parsing': 2); ('oop': 2); ('jvm': 2); ('inheritance': 2); ('jersey': 1); ('swt': 1); ('excel': 1); ('jackson': 1); ('gwt': 1); ('sqlite': 1); ('sql': 1); ('android-layout': 1); ('java-8': 1); ('jquery': 1); ('libgdx': 1); ('android-activity': 1); ('jsf': 1)]
